userID,gender,age,actual_dev,actual_entropy,bias,bias_avg,bias_effect,bias_effect_avg,bias_ratio_in_error,bias_variance_ratio,dev,error,error_avg,inflated_diversity,inflated_diversity_avg,pred_dev,pred_dev_avg,pred_entropy,pred_entropy_avg,stereotyping,stereotyping_avg,var_effect,var_effect_avg,variance_ratio_in_error
460523,F,Y,0.3314230702674936,1.1490596969706464,4.299669760309394,4.299669760309394,4.554056388709053,2.748622928794709,3.640843497259006,-0.8780863348712937,1.1311677460101106,1.1809542935713613,3.1196547651621445,0.47390704569091113,0.33231607101609584,0.3149096728227412,0.28499468915807624,1.6229667426615575,1.4734722503001292,0.016513397444752442,0.04480557722035728,-3.7754812609870094,-0.6126428241792276,-3.1969749223481436
463906,F,O,0.6277204133430407,1.0397207708399472,4.299669760309394,4.299669760309394,10.564046154995463,9.331927945509317,4.055788053607026,-2.569493683127756,0.6851365176424696,1.0601317681000295,7.188025801367791,0.6991740741974695,0.5637398117498863,0.21569021040292075,0.2934988500654684,1.7388948450374166,1.363938717736617,0.41203020294012,0.3064918008839893,-11.04797428865042,-0.4198021493121956,-10.42132178384827
468820,M,O,0.41426476953150304,1.1537419427011162,4.299669760309394,4.299669760309394,2.676432672237093,4.412455971766411,0.8126712885603711,0.45435947842023194,0.8447512826425803,5.290785857497393,4.967864394415244,0.19542700118856837,0.12308481902373682,0.40555271564445244,0.3079870552103545,1.3491689438896846,1.3482433827360638,0.008712053887050597,0.10348104790108381,1.95359570967342,-0.14010088994376535,0.36924490279738803
477734,M,O,0.45189523103133034,0.9502705392332641,4.299669760309394,4.299669760309394,5.226854434902981,4.130358169048389,6.532534587453618,-1.2209314781749443,1.0154829093209172,0.658193187153932,5.939349202516894,0.7837130305151986,0.44208811600934284,0.2919276373459681,0.29560274691009253,1.7339835697484627,1.4182504992481157,0.15996759368536223,0.15451170753064924,-5.249602156118657,-0.22828579753195732,-7.975777110088697
480339,M,O,0.4105827748625654,1.1490596969706466,4.299669760309394,4.299669760309394,2.3195950909165104,5.0732060613938765,5.706596881862963,-0.5059940643584793,0.5795631087550285,0.7534560175390789,4.765967567383738,0.3692574169380052,0.19589885029284218,0.21868964456039444,0.3013507844708955,1.5183171139086518,1.3993144983923331,0.19189313030217095,0.10691780342349734,-2.1756073774181988,-0.855878685166369,-2.8875041499092657
481542,M,Y,0.45105136374294963,1.3107836780997402,4.299669760309394,4.299669760309394,5.506087520475354,4.183028675814371,7.686533843993501,-1.3183005227827556,0.4957002697701358,0.5593769373264766,5.81081304565707,0.25494697489641216,0.3943682235187426,0.15851323480877166,0.29543322518079074,1.5657306529961523,1.4016841883837188,0.29253812893417797,0.1542222798427455,-5.6682568928090795,-0.3369915267704922,-10.133161584923975
488435,F,O,0.24698539924128757,1.3522093992338509,4.299669760309394,4.299669760309394,3.2869308129092727,3.183466491490076,0.7687953441248362,0.48808157731936924,16.623199314905907,5.592736471634014,3.776218435109207,-0.4088610069047821,-0.00011912538794701443,0.4413490132006702,0.2902778926779365,0.9433483923290688,1.425003352832365,-0.19436361395938265,-0.046929526837600946,2.098589598564203,0.313848689683147,0.3752348441962373
489878,M,O,0.414993828034786,1.332179040210148,4.299669760309394,4.299669760309394,1.620257920314276,4.478653384631759,10.804116667149428,-0.4314218524933155,0.5725023709816449,0.3979658765980194,5.018581916057772,0.302866330841995,0.08910281976388264,0.2711443578703443,0.3101933280652738,1.635045371052143,1.3345930076559398,0.14384947016444172,0.1019236255338459,-1.8549714931021686,0.044969849337881555,-4.661132027095512
508371,M,O,0.3622310783380464,1.545422903193616,4.299669760309394,4.299669760309394,8.011995239448675,4.366423347859559,0.3661988267515828,0.7433951028281061,0.562767784035728,11.741353183597576,4.645709538109559,-0.19189763258517356,0.18046045599318788,0.24160994997265853,0.29644091409035783,1.3535252706084424,1.3719859994351546,0.12062112836538788,0.0637537455394626,3.1963534435921,-0.5826200993007642,0.2722304144685247
512125,M,O,0.23367657130751385,1.8095142558492967,4.299669760309394,4.299669760309394,6.485412180793225,2.6886683060185668,0.8304496599883632,-0.35760783917839334,0.5729509266330374,5.177520044224768,3.533265725190883,-0.057090580584437944,0.0499134011698457,0.2305103379427486,0.2805694703813245,1.7524236752648588,1.434566758329118,0.0031662333647652363,-0.05194622019500031,-1.5375956121649228,0.6653784074315786,-0.29697530845487
