userID,itemID,score,gender,age,Unnamed: 0,title,subtitle,last_modified_time,premium,body,published_time,image_ids,article_type,url,ner_clusters,entity_groups,topics,category_id,subcategory,category,total_inviews,total_pageviews,total_read_time,sentiment_score,sentiment_label
460523,9777768,1.0,F,Y,123013,Zeca stopper i FCK: Tilbudt toårig aftale i storklub,"Carlos Zeca stopper i FC København til sommer, når hans kontrakt løber ud. Ifølge Ekstra Bladets oplysninger er han blevet tilbudt en toårig aftale af græske Panathinaikos",2023-06-29 06:49:01,False,"Det har ligget i kortene, men nu er det officielt.
FC Københavns anfører, Carlos Zeca, forlader klubben efter denne sæson, hvor hans kontrakt udløber. Det oplyser FC København i en
pressemeddelelse
.
'Tiden er kommet til at sige farvel. Alle skal vide, at jeg har været meget glad for at være her og meget stolt over at have spillet for klubben og for fansene,' udtaler han i pressemeddelelsen og fortsætter:
'Alle eventyr stopper på et tidspunkt, men indtil sæsonen er slut, vil jeg være her og gøre alt, hvad jeg kan for at hjælpe holdet til at nå deres mål.'
På vej hjem
Tirsdag har flere græske medier beskrevet, hvordan det er Panathinaikos, som har fået fingrene i den 34-årige midtbanespiller.
Ifølge Ekstra Bladets oplysninger har Zeca fået tilbudt en toårig kontrakt i den græske klub, som har tørnede ud for fra 2011 til 2017 inden skiftet til den danske hovedstad.
Her er det forventningen, at en underskrift inden længe bliver sat.
Mesterskaber med i bagagen
Sportschef i FC København, Peter Christensen, udtaler i pressemeddelelsen, at de ønsker Zeca og hans familie det bedste i fremtiden.
'Han har givet sig 110 procent for klubben og har været en stærk leder både på og udenfor banen. I de perioder, han ikke selv har kunnet spille, har han været der for sine holdkammerater i tykt og tyndt.'
Carlos Zeca har været i den københavnske klub i seks år, men har været præget af to slemme knæskader. Seneste uheld fandt sted tilbage i oktober kort efter, han ellers gjorde comeback på banen.
Han har ikke været i aktion siden.
Carlos Zeca nåede at spille 193 kampe for FC København. Han har i alt vundet to danske mesterskaber med klubben.
FC København skriver, at den mangeårige anfører får sin hyldest i Parken 4. juni i forbindelse med den sidste kamp i sæsonen mod Randers FC.
sladderligaen 1705",2023-05-23 12:52:02,[9776865 9777468],article_default,https://ekstrabladet.dk/sport/fodbold/dansk_fodbold/superligaen/fc_koebenhavn/zeca-stopper-i-fck-tilbudt-toaarig-aftale-i-storklub/9777768,"['Carlos Zeca' 'Ekstra' 'FC København' 'FC Københavns' 'Panathinaikos'
 'Parken' 'Peter Christensen' 'Randers FC']",['PER' 'ORG' 'ORG' 'ORG' 'ORG' 'LOC' 'PER' 'ORG'],['Erhverv' 'Kendt' 'Sport' 'Fodbold' 'Ansættelsesforhold'],142,[196 199 208 214],sport,432011.0,69606.0,3791219.0,0.7176,Neutral
460523,9767490,1.0,F,Y,121610,Løkke-hjulet snurrer rundt: Kongen af kovendinger,Udenrigsminister Lars Løkke Rasmussen er ikke bleg for at ændre holdning. Faktisk har han ændret holdning hele tre gange - og det er bare siden seneste valg,2023-06-29 06:48:51,True,"- Man har et standpunkt, til man tager et nyt.
Sådan lød de historiske ord fra socialdemokraten Jens Otto Krag i 1966, og siden da har en lang række politikere taget filosofien til sig.
Dette gælder ikke mindst udenrigsminister og politisk leder i Moderaterne Lars Løkke Rasmussen. P.t. er han i sit es som central figur i den midterregering, han har været varm fortaler for. Men sandheden er også, at han gennem sin politiske karriere har ændret holdning på en række markante punkter.
Ekstra Bladet har her samlet syv af Lars Løkkes mest markante kovendinger.
Fredede Mette F.
Ingen orlov ved skandaler
Fra 'bøvl' til 'sejr'
Dobbelt grænse-kovending
EU-skepsis pist væk
Løftebrud på pensionsalder
Modsagde eget udspil
Løkke klapper i",2023-05-22 05:15:54,[9770101 9775816],article_default,https://ekstrabladet.dk/nyheder/politik/danskpolitik/loekke-hjulet-snurrer-rundt-kongen-af-kovendinger/9767490,"['Ekstra Bladet' 'Jens Otto Krag' 'Lars Løkke Rasmussen' 'Lars Løkkes'
 'Moderaterne']",['ORG' 'PER' 'PER' 'PER' 'ORG'],['Kendt' 'Politik' 'National politik'],118,[130 131],nyheder,1225288.0,44054.0,2218738.0,0.9418,Neutral
460523,9778813,1.0,F,Y,123210,Svigerfar fra Helvede,"Sylvester Stallone forvandler sig til Rocky, når døtrene slæber fyre med hjem",2023-06-29 06:49:02,False,"76-årige Sylvester Stallone har ikke glemt rollen som Rocky, når hans singledøtre bringer potentielle kærester hjem i privaten.
- Det er som at træde ind i en boksering.
- Det er 'okay, det der er din modstander', siger han i et interview med
USA Today
i forbindelse med den amerikanske premiere på realityshowet 'The Family Stallone'.
24-årige Sistine Stallone husker en sen nattetime, hvor hun tog en fyr med hjem. Lige da de skulle til at kysse, trådte hendes far frem på en balkon med dramatisk baggrundsbelysning kun iført et håndklæde og med noget i hånden, der mindede om 'en golfkølle eller et slags våben'.
- Jeg ville ønske, det var en drøm, men det skete.
- Det var traumatiserende at min far så, vi skulle til at kysse, men mere traumatiserende for drengen, der aldrig vendte tilbage efter det, siger Sistine Stallone.
Til podcasten
Giggly Squad
fortæller hun, at far altid er afvisende, når hun og singlesøster Sophia bringer selv de sødeste fyre med hjem.
- Han står i hjørnet, siger ikke noget ... bare for at skræmme, siger Sistine stallone ifølge
Toofab.com
.
Søstrene fortæller samtidig, at farmand altid står og bapper på en cigar for at vise, hvem der bestemmer.
- Jeg spurgte ham, 'hvorfor gør du det?' Og han siger 'Jeg kan inden for de første fire minutter efter at have mødt en kæreste afgøre, om han holder eller ej, og så vil jeg ikke spilde min tid', siger Sistine Stallone og indrømmer:
- Han har ret hver gang.
Sistine og Sophias singleliv er et af de emner, som 'The Family Stallone' går tæt på. Serien kan lige nu streames på Paramount+ i USA, men er endnu ikke nået frem til søstertjenesten SkyShowtime i Danmark.
Der er dog stadig rig mulighed for at få pulsen op herhjemme, hvor
der er sex alle vegne på streamingtjenesterne
.
der er brev 2305 1",2023-05-24 11:11:48,[9778846 9778832],article_default,https://ekstrabladet.dk/underholdning/filmogtv/svigerfar-fra-helvede/9778813,"['Danmark' 'Giggly Squad' 'Rocky' 'Sistine Stallone' 'SkyShowtime'
 'Sophia' 'Sylvester Stallone' 'The Family Stallone' 'Toofab. com' 'USA']",['LOC' 'ORG' 'PER' 'PER' 'PROD' 'PER' 'PER' 'PROD' 'ORG' 'LOC'],['Kendt' 'Livsstil' 'Underholdning' 'Film og tv' 'Partnerskab'],414,[433],underholdning,291441.0,56232.0,4795843.0,0.8312,Neutral
460523,9779133,1.0,F,Y,123272,Legendens bombe: Jeg er færdig,"PSV Eindhoven er uden cheftræner til sæsonens sidste kamp, da Ruud van Nistelrooy har sagt op onsdag",2023-06-29 06:49:02,False,"For mindre end en måned siden vandt PSV Eindhoven for andet år i træk den hollandske pokalturnering, mens man søndag i ligaens sidste spillerunde med bare et enkelt point kan sikre sig andenpladsen og mulighed for Champions League.
Men trods sportslige succeser har der været splid internt i klubben, og onsdag har cheftræner Ruud van Nistelrooy sagt op med øjeblikkelig virkning.
Det meddeler klubben på sin hjemmeside.
- Van Nistelrooy meddelte i morges (onsdag, red.), at der efter hans mening ikke var nok opbakning i klubben til at fortsætte længere. Han forklarede straks dette til spillerne og staben, skriver PSV.
Fred Rutten overtager roret frem mod søndagens sidste spillerunde.
Klubben lægger ikke skjul på, at der har været intern uro relateret til van Nistelrooy, men opsigelsen kommer alligevel som en overraskelse.
- Efter flere snakke om interne forhold, der har fundet sted i de seneste uger, fandt et møde sted tirsdag aften mellem bestyrelsen og van Nistelrooy, skriver klubben.
- Det blev besluttet at holde fokus på søndagens kamp mod AZ og fortsætte med at snakke efter sæsonen.
Sådan ønskede van Nistelrooy det alligevel ikke.",2023-05-24 11:40:50,[9779142],article_default,https://ekstrabladet.dk/sport/legendens-bombe-jeg-er-faerdig/9779133,['Champions League' 'Fred Rutten' 'PSV Eindhoven' 'Ruud van Nistelrooy'],['EVENT' 'PER' 'ORG' 'PER'],['Kendt' 'Begivenhed' 'Sport' 'Fodbold' 'Sportsbegivenhed'],142,[],sport,213682.0,42536.0,2136926.0,0.8758,Negative
460523,9777036,1.0,F,Y,122925,Syrienkriger kræves idømt livstid for landsforræderi,"El-Haj kæmpede i Syrien mod styrker fra koalition mod IS, som Danmark var del af. Han kræves idømt livstid",2023-06-29 06:49:00,False,"Landets strengeste straf. Fængsel på livstid.
Det mener anklagemyndigheden, at Ahmad Salem El-Haj skal idømmes i en sag, hvor han er kendt skyldig i landsforræderi i forbindelse med deltagelse i kamphandlinger for Islamisk Stat i Syrien.
Det fortæller anklager Marie Petersen i Københavns Byret.
- I vores sag er den strengeste straf livstid. Det er også den straf, som anklagemyndigheden mener, at tiltalte skal have, siger hun.
Tirsdag er der procedure om straf i sagen. Det er her, at både anklager og forsvarer argumenterer for, hvordan de mener, at straffen skal være.
Det var allerede 2. maj, at Ahmad Salem El-Haj blev kendt skyldig i landsforræderi under særligt skærpende omstændigheder.
Det blev han for at være rejst til Syrien, hvor han tilsluttede sig Islamisk Stat (IS) og blandt andet kæmpede mod styrker fra den koalition mod IS, som Danmark var del af.
Marie Petersen ser ingen formildende omstændigheder i sagen.
- Han har helt bevidst bosat sig midt i kalifatet med et ønske om at deltage i den væbnede konflikt, siger hun.
El-Haj rejste til Syrien i 2013 via Tyrkiet, og dernede tilsluttede han sig Islamisk Stat. I begyndelsen var han tilknyttet en gruppe, 'Khatiba 57', hvor også hans onkel var med.
Onklen, Jacob El-Ali, blev i efteråret som den første dømt efter landsforræderiparagraffen, da han erkendte sig skyldig og fik en dom på 14 års fængsel.
Han blev dog i modsætning til nevøen ikke kendt skyldig i landsforræderi 'under særligt skærpende omstændigheder'.
Sagen mod Ahmad Salem El-Haj er mere grov, mener anklageren.
- Det er svært at forestille sig noget mere bestialsk end det, som tiltalte (El-Haj, red.) med sine handlinger har været med til at gennemtvinge, siger hun.
Ahmad Salem El-Haj blev udleveret til Danmark fra Tyrkiet i november 2019. Her havde han siddet fængslet siden december 2017, efter at han var blevet smuglet ind i landet med sin kone og sine to børn.
El-Haj var inden da blevet såret under et bombeangreb i Syrien. På grund af sine skader sidder han i dag i kørestol. Og han kommer ikke til at kunne gå, fortæller han. På nær med rollator på kort afstand.
Foruden landsforræderi er El-Haj kendt skyldig i en række andre forhold i straffelovens afsnit om terror. Han har blandt andet forsøgt at hverve familiemedlemmer til Islamisk Stat.
Desuden er han skyldig i et tilfælde af trusler om terror.
Det foregik tilbage i august 2013, hvor han sammen med andre skød til måls efter billeder af blandt andre tidligere statsminister Anders Fogh Rasmussen.
Episoden blev optaget på video og delt på internettet sammen med en udtalelse, der blev indledt med: 'Må Allah destruere dem alle sammen...'
I Tyrkiet er El-Haj allerede blevet idømt fire år og to måneders fængsel for at have tilsluttet sig IS, fortæller forsvarer Michael Juul Eriksen.
- Man skal trække det fra, han har fået i straf, idet det er fuldbyrdet, siger han.
Han lægger også vægt på, at sagen allerede har haft personlige konsekvenser for El-Haj og henviser blandt andet til, at han sidder i kørestol.
- Det vil være mit udgangspunkt, at man får en straf svarende til det, man har siddet varetægtsfængslet, siger Michael Juul Eriksen, der mener, at straffen maksimalt kan være 16 år.
El-Haj har siddet fængslet i Danmark i cirka tre et halvt år.
Retten afgør på torsdag klokken 13, hvilken straf Ahmad El-Haj skal idømmes.",2023-05-23 08:06:22,[9777040],article_default,https://ekstrabladet.dk/krimi/syrienkriger-kraeves-idoemt-livstid-for-landsforraederi/9777036,"['Ahmad Salem El' 'Anders Fogh Rasmussen' 'Danmark' 'IS' 'Islamisk Stat'
 'Khatiba' 'Københavns Byret' 'Marie Petersen' 'Michael Juul Eriksen'
 'Syrien' 'Tyrkiet']",['PER' 'PER' 'LOC' 'ORG' 'ORG' 'ORG' 'ORG' 'PER' 'PER' 'LOC' 'LOC'],"['Kriminalitet' 'Personfarlig kriminalitet' 'Konflikt og krig'
 'Væbnet konflikt' 'Terror']",140,[],krimi,233045.0,41315.0,2516899.0,0.991,Negative
460523,9771065,1.0,F,Y,122075,Pladsproblemer: - Det er umuligt,"De svenske vindere er formentlig allerede i gang med at tænke tanker om en lokation for Eurovision i 2024, men det kan blive vanskeligt at afholde begivenheden på de største arenaer i hovedstaden",2023-06-29 06:48:54,False,"Sverige blev i lørdags det mest vindende land nogensinde i Eurovision sammen med Irland.
Det betyder, at vort broderland næste år skal afholde musikkonkurrencen.
Men skulle man ønske at afholde begivenheden i de allerstørste arenaer i den svenske hovedstad, så får man det svært.
Det skriver norske
Dagbladet
, der citerer svenske
Dagens Nyheter
.
At planlægge så stort et show tager lang tid, og derfor er de svenske arrangører formentlig allerede i gang med at tænke over, hvor Eurovision skal placeres.
Hvis valget falder på Stockholm ligesom ved seneste svenske sejr i 2015 er problemet ifølge Dagens Nyheter, at både det store multi-stadion Tele2 Arena og det gigantiske fodboldstadion Friends Arena er hjemmebaner og huser kampe for de to stockholmske fodboldhold Hammarby og AIK respektivt.
- Tele2 er en fodboldarena, og det skal den primært bruges til. Vi kan ikke undlade at spille en kvart sæson der, bare fordi der er Eurovision - det er umuligt. Seks uger er en meget lang periode, især i højsæsonen som april og maj, udtaler Mattis Fri - leder af Hammarbys mandlige fodboldhold i den bedste svenske række - til Dagens Nyheter.
Han betoner dog, at han ingen problemer har med Eurovision som koncept.
Det har chefen for AIK's professionelle fodboldherrer, der spiller på den enorme Friends Arena, heller ikke, men:
- Vi har en aftale med areanen og ønsker at spille alle vores hjemmekampe på naturgræsset på vores egen hjemmebane - ikke på Tele2 Arenas kunstgræs. Punktum!
Her forholder han sig til tesen om, at de tre store fodboldhold i Stockholm måske kunne tænkes at samle sig på ét stadion, så de øvrige var ledige i Eurovision-perioden.
Stockholm Live, der er operatør for begge de store arenaer, er mindre afvisende, om end ikke videre konkrete:
- For Tele2 arena og Friends Arena falder Eurovision midt i en fodboldsæson. Vi vil gå i dialog om, hvornår Eurovision ønsker adgang, og planlægge omkring andre arrangementer. Mere end det er svært at sige.
der er brev 1605",2023-05-18 09:09:57,[9771099 9764265 9771079 9771105 9771103 9771079],article_default,https://ekstrabladet.dk/underholdning/kultur/pladsproblemer-det-er-umuligt/9771065,"['AIK' 'Dagbladet' 'Dagens Nyheter' 'Eurovision' 'Friends Arena' 'Irland'
 'Mattis Fri' 'Stockholm Live' 'Tele2' 'Tele2 arena' 'Tele2 Arena'
 'Tele2 Arenas']","['ORG' 'ORG' 'ORG' 'EVENT' 'LOC' 'LOC' 'PER' 'LOC' 'PROD' 'LOC' 'LOC'
 'LOC']","['Underholdning' 'Film og tv' 'Begivenhed' 'Sport' 'Fodbold'
 'Sportsbegivenhed']",414,[437],underholdning,368943.0,97031.0,5031541.0,0.4986,Neutral
460523,9778623,1.0,F,Y,123178,Bitter Armstrong: Han er en forbandet klovn!,Jonathan Vaughters kom for skade at sende stikpille til Thibaut Pinot under Giro d'Italia. Det vækkede Lance Armstrong,2023-06-29 06:49:02,False,"Gammelt had ruster sjældent.
De var venner og kolleger engang, men i dag er forholdet mellem Lance Armstrong og Jonathan Vaughters koldt som en februardag i Bagsværd.
Og vi skal da lige hilse og sige, at det er blusset op igen i de forgangne dage på Twitter.
For her kom Vaughters, der er sportsdirektør hos EF Education-holdet, med en besk bemærkning til Thibaut Pinot:
- Stolt over at se @_BHealyyy lykønske vinderen i stedet for at gå til medierne og tude over, at livet er uretfærdigt. Fed attitude, stor personlighed, klasserytter, skrev han.
Isoleret set en fin hyldest til hans rytter Ben Healy, der havde tabt spurten på 15. etape til Brandon McNulty søndag.
Umodent og smådumt
Men det var lige så meget en albue i nyrerne på Pinot, der to dage forinden havde været sur over Alex Cepedas (også EF Education) kørsel på 13. etape. Pinot mente, at Cepeda havde været skyld i, at Pinot måtte nøjes med andenpladsen på etapen, efter at de to havde ligget i udbrud med etapevinderen, Einer Rubio.
Men Pinot brød sig ikke om Vaughters stikpille og replicerede på Twitter:
- Hvem er du?
Måske umodent og smådumt, men Pinot fik understreget sin utilfredshed. Og så fik det mobiliseret Armstrong fra den skyggeplads i tilværelsen, han ellers befinder sig i:
- Hvem han er? Han er en
fucking
klovn, i hvert fald baseret på de mere end 30 år, jeg har kendt ham, hvæsede den fallerede rytter.
Her er det måske på sin plads at notere, at Vaughters var blandt de US Postal-ryttere, der efter karrieren indrømmede brug af dopingpræparater – og derigennem afslørede Armstrong og hans metoder, hvilket førte til hans fald fra tinderne.
FAKTA: Det skrev Vaughters
- Er dette den samme Vaughters, der gjorde præcis det samme som alle andre i sin generation, smed sine egne ryttere under bussen og slap fra det uden straf, tordnede Armstrong
Kunne have beholdt Tour-sejrene
Hertil svarede Vaughters:
- Det var ikke alle ryttere i vores generation, der dopede sig. Jeg gjorde. Alle, der vidnede hos Usada, gjorde det frivilligt, og fordi de ønskede, at den næste generation af ryttere skulle være renere.
- Du fik det samme tilbud, og du ville have beholdt dine syv Tour de France-titler, hvis du havde gjort det. Du kunne fortsat have været relevant i sporten i dag, men du valgte at lyve.
Bum!
Men man skal kende Lance Armstrong meget dårligt, hvis man tror, at han ikke ville svare på den svada. Og der gik da heller ikke lang tid, før det kom:
- Det er en omskrivning af historien, og det ved du. Mind os lige om, hvor lang tid du sad ude? Og mind os også lige om, hvor lang tid DINE ryttere, som du smed under bussen, sad ude, skrev han.
Læs mere her",2023-05-24 06:08:35,[9778662 9778664],article_default,https://ekstrabladet.dk/sport/cykling/bitter-armstrong-han-er-en-forbandet-klovn/9778623,"['Alex Cepedas' 'Bagsværd' 'Ben Healy' 'Brandon McNulty' 'Cepeda'
 'EF Education' 'Einer Rubio' 'Jonathan Vaughters' 'Lance Armstrong'
 'Pinot' 'Thibaut Pinot' 'Twitter' 'US Postal']","['PER' 'LOC' 'PER' 'PER' 'PER' 'ORG' 'PER' 'PER' 'PER' 'LOC' 'PER' 'ORG'
 'ORG']",['Kendt' 'Sport' 'Cykling'],142,[317],sport,398012.0,95266.0,7798825.0,0.9893,Negative
460523,9775401,1.0,F,Y,122650,Beskyttede deres familie: Nu risikerer de en straf,"Fire West Ham-spillere risikerer nu at blive straffet af UEFA, fordi de hoppede op på tribunen for at beskytte deres familie og venner mod aggressive hooligans",2023-06-29 06:48:58,False,"De vanvittige scener, der udspillede sig efter West Hams sejr over AZ Alkmaar torsdag, har vakt forargelse i fodboldverdenen.
Horder af aggressive hjemmefans brød et hegn op og stormede mod West Ham-tribunen, hvor flere af holdets spillere havde familie og venner siddende.
De fire West Ham-spillere Declan Rice, Said Benrahma, Flynn Downes og Michail Antonio opfattede hurtigt, hvad der var ved at ske og hoppede op på tribunen for at prøve at hjælpe.
Men nu risikerer de fire at blive straffet af UEFA. Det skriver
The Telegraph
.
Spillerne skal overbevise en kommission om, at der var tale om særlige omstændigheder. Ellers kan de stå over for at blive udelukket fra alle turneringer i UEFA-regi.
Det vides endnu ikke, om en eventuel afgørelse falder før Conference League-finalen mellem West Ham og Fiorentina 7. juni.
Alkmaar straffes
Ifølge The Telegraph vil AZ Alkmaar blive straffet for den manglende sikkerhed på stadion, da det i udgangspunktet er klubben, der er ansvarlig for sikkerheden og ikke politiet.
Straffen kan eksempelvis være udelukkelse af fans på stadion til hjemmekampe i et antal kampe.
Alkmaar har officielt undskyldt for de skræmmende scener og vil nu i samarbejde med politiet evaluere episoden med henblik på fremtidige forbedringer af sikkerheden.",2023-05-22 06:32:19,[9775418 9775416],article_default,https://ekstrabladet.dk/sport/fodbold/udenlandsk_fodbold/conferenceleague/beskyttede-deres-familie-nu-risikerer-de-en-straf/9775401,"['Alkmaar' 'AZ Alkmaar' 'Conference League' 'Declan Rice' 'Fiorentina'
 'Flynn Downes' 'Michail Antonio' 'Said Benrahma' 'The Telegraph' 'UEFA'
 'West Ham']",['PER' 'ORG' 'EVENT' 'PER' 'ORG' 'PER' 'PER' 'PER' 'ORG' 'ORG' 'ORG'],['Kriminalitet' 'Sport' 'Fodbold' 'Sportsbegivenhed'],142,[ 196  227 2823],sport,114470.0,15966.0,985497.0,0.9944,Negative
460523,9778722,1.0,F,Y,123193,Helt godnat: Alt er revet væk,"Hold dig væk fra Dortmund i weekenden. Medmindre du er BVB-fan, så skal du ikke være andre steder end i Dortmund",2023-06-29 06:49:02,False,"Det syder og koger i Dortmund.
Lørdag kan den lokale Bundesliga-klub, BVB 09, vinde det tyske mesterskab efter ti års Bayern München-dominans.
Få steder på kloden dominerer ét hold så kraftigt, som Bayern gør i Tyskland, og derfor er det en gigantisk ting, hver gang sydtyskerne
ikke
står til at rende med titlen.
Og derfor bobler det i Dortmund inden sidste runde.
Ifølge flere tyske medier melder samtlige hoteller om så godt som udsolgt i weekenden. Belægningen er på 97 procent, og vil man finde noget i den billige ende, står den på camping i Wuppertal tre kvarters kørsel væk.
Marriott har noget til 7000 kroner for en overnatning for to personer. Ellers synes alt revet væk.
Nogle særdeles sløje steder på airbnb er billigere, så det er selvfølgelig en mulighed…
Der er også stadig mulighed for at komme ind og se kampen på Signal Iduna Park til kampen lørdag eftermiddag mod Mainz. Der er der. Men vist mest, fordi Mainz-fansene er gået i gang med at sælge deres billetter, fordi der er temmelig meget at tjene på det.
En dansker kan komme på tværs
Der er solgt 8000 billetter til Mainz-fans, men deres billetter går som varmt brød på online-auktioner disse dage til op mod 800 euro (knap 6000 kroner).
Til gengæld fortæller Dortmund-borgmester Thomas Westphal, at der ikke bliver tale om storskærms-arrangementer i byen. Klubben har ganske enkelt ikke været i stand til at forhandle en aftale hjem med rettighedshaver Sky.
Og så til det rent sportslige, for mesterskabet er ikke i hus endnu. Bo Svenssons mandskab skal altså lige besejres først, før det er sikkert:
Dortmund fører med to point ned til Bayern München. De kan ikke nøjes med uafgjort, da Bayerns målscore er markant bedre, hvorfor de forsvarende mestre vil nappe titlen ved pointlighed.
Der vil blive skelet nervøst mod syd, hvor FC Köln tager imod Bayern München. Bayern skal altså vinde for at sikre sig titlen igen.
Alle kampe har start 15.30.
--------- SPLIT ELEMENT ---------
Det glemmer de aldrig
Bo Svensson og Mainz kan være stærkt medvirkende til, at Bayern vinder mesterskabet.
De skal bare tage til Dortmund og tage point, mens Bayern vinder i Köln.
Det leder tankerne tilbage på 2000-2001-sæsonen, hvor Bayern nær havde smidt det hele til en dansker. Schalke og Ebbe Sand havde kortvarigt pokalen mellem deres hænder efter at have vundet 5-3 over Unterhaching. I øvrigt på en scoring af Ebbe Sand.
Meldingerne gik på, at kampen i Hamborg var færdig, og jubelen brød ud i Gelsenkirchen. Men det var kortvarigt. Kampen var ikke forbi. I stedet havde Bayern fået indirekte frispark i HSV-feltet, og kort efter bragede svenske Patrik Andersson bolden i mål til 1-1.",2023-05-24 09:24:27,[9778752 9778753 9778754 9778774 9778773],article_default,https://ekstrabladet.dk/sport/fodbold/udenlandsk_fodbold/tyskfodbold/helt-godnat-alt-er-revet-vaek/9778722,"['Bayern' 'Bayern München' 'Bundesliga' 'BVB 09' 'Dortmund' 'FC Köln'
 'Mainz' 'Signal Iduna Park' 'Sky' 'Thomas Westphal' 'Tyskland'
 'Wuppertal']",['LOC' 'ORG' 'ORG' 'ORG' 'LOC' 'ORG' 'LOC' 'ORG' 'ORG' 'PER' 'LOC' 'LOC'],['Begivenhed' 'Sport' 'Fodbold' 'Sportsbegivenhed'],142,[196 227 265],sport,273165.0,40758.0,3487480.0,0.6452,Neutral
460773,9777475,1.0,M,O,122983,Ung kvinde: Det kan gå galt,"Ét glas vin eller én Breezer - men aldrig så meget alkohol, at man mister kontrollen. Er det god alkoholkultur?",2023-06-29 06:49:00,False,"- De unge, der takker nej til at drikke sig fra sans og samling, er de sejeste.
Sådan skriver Bente N. i en af de 36 kommentarer, der er skrevet på JydskeVestkystens Facebook-profil om en ung kvinde, der aldrig har været fuld. Og som tager til lovsang i en sportshal med 700 andre fra Indre Mission en lørdag aften.
Man har ikke kontrol
Bente er ikke den eneste, der roser den 18-årige:
- Jeg vil gerne understrege, at jeg intet har imod, at man kan drikke med måde.
- Men jeg undrer mig over, hvor meget alkohol er det sociale omdrejningspunkt i Danmark.
- Der bliver drukket til begravelser, fødselsdage, middage, fredage, både når et fodboldhold vinder og taber.
- Når konen går eller når manden frier.
Altid en grund til at drikke
- Om solen skinner eller regnen skyller ned, så er der altid en god grund til at drikke, skriver Jørgen L. og kvinden selv forklarer, at hun godt kan finde på at drikke et glas vin til maden eller en Breezer til gymnasiefesten. Det er fuldskaben, hun siger nej til:
druk-bibel
Det kan gå galt
- Jeg har jo mest fravalgt det på grund af religion.
- Der er jo ikke noget galt i ikke at drikke, og de drikker jo også selv i Biblen.
- Men det er mere sådan, at man ikke har kontrol over sine handlinger, og det er det, der kan gå galt, siger hun, men hvad siger du?
afst.druk",2023-05-23 11:27:25,[4546024 4692755 5292468],article_default,https://ekstrabladet.dk/nationen/ung-kvinde-det-kan-gaa-galt/9777475,"['Bente N.' 'Biblen' 'Breezer' 'Danmark' 'Indre Mission' 'Jørgen L.'
 'JydskeVestkystens Facebook']",['PER' 'PROD' 'PROD' 'LOC' 'ORG' 'PER' 'ORG'],['Livsstil' 'Samfund' 'Sport' 'Mad og drikke'],512,[],nationen,328095.0,76612.0,4387200.0,0.9371,Neutral
